id,comment_text,label,clean_text
1436,slotbarbar.fun lagi bagi bonus gila parah bray langsung gaskeun!,1,slotbarbar fun lagi bagi bonus gila parah bray langsung gaskeun
1437,"Wuih editingnya halus banget, respect! cuan 🔥!",0,wuih editingnya halus banget respect cuan
1438,DAFTAR DI bonusku77.store langsung auto WD bray buruan daftar!!!,1,daftar di bonusku store langsung auto wd bray buruan daftar
1439,Bro visit web judi ‘JUDAY88’ menang terus sumpah wkwkwk buruan daftar!!!,1,bro visit web judi juday menang terus sumpah wkwkwk buruan daftar
1440,Sumpah relatable banget wkwk anjir,0,sumpah relatable banget wkwk anjir
1441,DAFTAR DI bonusku77.store langsung auto WD banget sih langsung gaskeun! 😭,1,daftar di bonusku store langsung auto wd banget sih langsung gaskeun
1442,"Wuih eeditingnyaa haalus baangeet, reespeect! gaaskeen!!",0,wuih eeditingnyaa haalus baangeet reespeect gaaskeen
1443,gampang menang di cuanmaniazz.site gaskeun cmn no tipu2 bray! 🔥,1,gampang menang di cuanmaniazz site gaskeun cmn no tipu bray
1444,buset editingnya cakep parah coeg bray,0,buset editingnya cakep parah coeg bray
1445,"Keren nih, jadi pengen coba juga. anjay",0,keren nih jadi pengen coba juga anjay
1446,kok bisaa seebaagus ini sih paaraah baangeet seeriusaan,0,kok bisaa seebaagus ini sih paaraah baangeet seeriusaan
1447,Permisi kak mau bagi link resmi: kasinoseru.fun cmn langsung gaskeun!,1,permisi kak mau bagi link resmi kasinoseru fun cmn langsung gaskeun
1448,Permisi kak mau bagi link resmi: kasinoseru.fun anjay modal receh bisa WD!!,1,permisi kak mau bagi link resmi kasinoseru fun anjay modal receh bisa wd
1449,"Keren nih, jadi pengen coba juga. auto 😎",0,keren nih jadi pengen coba juga auto
1450,buset editingnya cakep parah coeg gaskeun!!!,0,buset editingnya cakep parah coeg gaskeun
1451,anjay gw kira cringe tapi ternyata keren bray,0,anjay gw kira cringe tapi ternyata keren bray
1452,Asli ini konten paling niat yang pernah gw liat. wkwkwk,0,asli ini konten paling niat yang pernah gw liat wkwkwk
1453,aanjir ini lucu baangeet fix ngaakaak aanjaay,0,aanjir ini lucu baangeet fix ngaakaak aanjaay
1454,spinbosszz.live gacor terus asli parah sih langsung gaskeun!,1,spinbosszz live gacor terus asli parah sih langsung gaskeun
1455,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah fix langsung gaskeun! 😂!!!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah fix langsung gaskeun
1456,Permisi kak mau bagi link resmi: kasinoseru.fun bro no tipu2 bray!!,1,permisi kak mau bagi link resmi kasinoseru fun bro no tipu bray
1457,"Gw nonton ini sambil makan, auto keselek wkwk. parah sih",0,gw nonton ini sambil makan auto keselek wkwk parah sih
1458,coba main di maxwinninja.vip sumpah hoki bgt banget sih gacor bgt sumpah!,1,coba main di maxwinninja vip sumpah hoki bgt banget sih gacor bgt sumpah
1459,Cek situs: wajibgacor.site jackpot tiap spin fix buruan daftar! 😂!!!,1,cek situs wajibgacor site jackpot tiap spin fix buruan daftar
1460,Bro visit web judi ‘JUDAY88’ menang terus sumpah coeg modal receh bisa WD!!,1,bro visit web judi juday menang terus sumpah coeg modal receh bisa wd
1461,"Gw nonton ini sambil makan, auto keselek wkwk. parah sih",0,gw nonton ini sambil makan auto keselek wkwk parah sih
1462,"Mantap bang, lanjutkan kontennya! banget sih",0,mantap bang lanjutkan kontennya banget sih
1463,Dorangue88 lagi bagi freebet 25k tanpa deposit cmn no tipu2 bray! 😳,1,dorangue lagi bagi freebet k tanpa deposit cmn no tipu bray
1464,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah gaskeun gacor bgt sumpah!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah gaskeun gacor bgt sumpah
1465,thanks bang udah bikin konten sekeren ini cuan,0,thanks bang udah bikin konten sekeren ini cuan
1466,Peermisi kaak maau baagi link reesmi: kaasinoseeru.fun aanjaay modaal reeceeh bisaa WD!!,1,peermisi kaak maau baagi link reesmi kaasinoseeru fun aanjaay modaal reeceeh bisaa wd
1467,cobaa maain di maaxwinninjaa.vip sumpaah hoki bgt paaraah sih buruaan daaftaar!,1,cobaa maain di maaxwinninjaa vip sumpaah hoki bgt paaraah sih buruaan daaftaar
1468,Slot jaamin meenaang: putaarxwin.onlinee no tipu wkwkwk taanpaa ribeet coeeg!!!!,1,slot jaamin meenaang putaarxwin onlinee no tipu wkwkwk taanpaa ribeet coeeg
1469,Tolong bikin part 2 bang! seriusan,0,tolong bikin part bang seriusan
1470,slotbarbar.fun lagi bagi bonus gila parah fix modal receh bisa WD!!,1,slotbarbar fun lagi bagi bonus gila parah fix modal receh bisa wd
1471,slotbarbar.fun lagi bagi bonus gila parah banget sih no tipu2 bray!,1,slotbarbar fun lagi bagi bonus gila parah banget sih no tipu bray
1472,buset editingnya cakep parah coeg cuan,0,buset editingnya cakep parah coeg cuan
1473,"Mantap bang, lanjutkan kontennya! bray!!",0,mantap bang lanjutkan kontennya bray
1474,Permisi kak mau bagi link resmi: kasinoseru.fun auto langsung gaskeun! 🔥,1,permisi kak mau bagi link resmi kasinoseru fun auto langsung gaskeun
1475,"Wuih editingnya halus banget, respect! banget sih",0,wuih editingnya halus banget respect banget sih
1476,slotbarbar.fun lagi bagi bonus gila parah fix modal receh bisa WD!!,1,slotbarbar fun lagi bagi bonus gila parah fix modal receh bisa wd
1477,"Maantaap baang, laanjutkaan konteennyaa! fix",0,maantaap baang laanjutkaan konteennyaa fix
1478,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah wkwkwk buruan daftar!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah wkwkwk buruan daftar
1479,Haahaa ngaakaak paaraah liaat baagiaan ini fix,0,haahaa ngaakaak paaraah liaat baagiaan ini fix
1480,Cuma di SP1NMAX bisa menang 20jt sehari anjay buruan daftar!,1,cuma di sp nmax bisa menang jt sehari anjay buruan daftar
1481,anjay gw kira cringe tapi ternyata keren banget sih 😎,0,anjay gw kira cringe tapi ternyata keren banget sih
1482,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah gaskeun tanpa ribet coeg!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah gaskeun tanpa ribet coeg
1483,jebolanmaxwin.idn hadiah tiap hari real anjay real no hoax!,1,jebolanmaxwin idn hadiah tiap hari real anjay real no hoax
1484,coba main di maxwinninja.vip sumpah hoki bgt anjir modal receh bisa WD!!,1,coba main di maxwinninja vip sumpah hoki bgt anjir modal receh bisa wd
1485,Cumaa di SP1NMAX bisaa meenaang 20jt seehaari aanjaay no tipu2 braay!!,1,cumaa di sp nmax bisaa meenaang jt seehaari aanjaay no tipu braay
1486,Cuma di SP1NMAX bisa menang 20jt sehari anjay no tipu2 bray!,1,cuma di sp nmax bisa menang jt sehari anjay no tipu bray
1487,Dorangue88 lagi bagi freebet 25k tanpa deposit bray langsung gaskeun! 🔥,1,dorangue lagi bagi freebet k tanpa deposit bray langsung gaskeun
1488,"Keren nih, jadi pengen coba juga. gaskeun",0,keren nih jadi pengen coba juga gaskeun
1489,buset editingnya cakep parah coeg banget sih,0,buset editingnya cakep parah coeg banget sih
1490,Haha ngakak parah liat bagian ini banget sih,0,haha ngakak parah liat bagian ini banget sih
1491,kok bisa sebagus ini sih parah banget wkwkwk,0,kok bisa sebagus ini sih parah banget wkwkwk
1492,Dorangue88 lagi bagi freebet 25k tanpa deposit bro modal receh bisa WD!!!!,1,dorangue lagi bagi freebet k tanpa deposit bro modal receh bisa wd
1493,jebolanmaxwin.idn hadiah tiap hari real gaskeun no tipu2 bray! 😂,1,jebolanmaxwin idn hadiah tiap hari real gaskeun no tipu bray
1494,slotbarbar.fun lagi bagi bonus gila parah auto no tipu2 bray!,1,slotbarbar fun lagi bagi bonus gila parah auto no tipu bray
1495,jebolanmaxwin.idn hadiah tiap hari real cmn modal receh bisa WD!!!!,1,jebolanmaxwin idn hadiah tiap hari real cmn modal receh bisa wd
1496,jebolanmaxwin.idn hadiah tiap hari real anjir modal receh bisa WD!!!!,1,jebolanmaxwin idn hadiah tiap hari real anjir modal receh bisa wd
1497,Bro visit weeb judi ‘JUDAY88’ meenaang teerus sumpaah aauto laangsung gaaskeeun!,1,bro visit weeb judi juday meenaang teerus sumpaah aauto laangsung gaaskeeun
1498,DAFTAR DI bonusku77.store langsung auto WD cmn modal receh bisa WD!!,1,daftar di bonusku store langsung auto wd cmn modal receh bisa wd
1499,"Gw baru tau info ini, makasih banget ya! cuan 😎",0,gw baru tau info ini makasih banget ya cuan
1500,anjay gw kira cringe tapi ternyata keren bro,0,anjay gw kira cringe tapi ternyata keren bro
1501,spinbosszz.live gacor terus asli gasken buruan daftar!,1,spinbosszz live gacor terus asli gasken buruan daftar
1502,"Gilaa sih videeonyaa, keereen baangeet sumpaah! fix!!",0,gilaa sih videeonyaa keereen baangeet sumpaah fix
1503,"Wuih editingnya halus banget, respect! banget sih",0,wuih editingnya halus banget respect banget sih
1504,Bro visit web judi ‘JUDAY88’ menang terus sumpah parah sih gacor bgt sumpah!,1,bro visit web judi juday menang terus sumpah parah sih gacor bgt sumpah
1505,"Keren nih, jadi pengen coba juga. seriusan 🔥!!",0,keren nih jadi pengen coba juga seriusan
1506,"Mantap bang, lanjutkan kontennya! fix!!!",0,mantap bang lanjutkan kontennya fix
1507,"Gila sih videonya, keren banget sumpah! parah sih",0,gila sih videonya keren banget sumpah parah sih
1508,"Wuih eeditingnyaa haalus baangeet, reespeect! gaaskeen",0,wuih eeditingnyaa haalus baangeet reespeect gaaskeen
1509,Asli ini konten paling niat yang pernah gw liat. anjir!!,0,asli ini konten paling niat yang pernah gw liat anjir
1510,spinbosszz.livee gaacor teerus aasli cmn laangsung gaaskeeun! 😂,1,spinbosszz livee gaacor teerus aasli cmn laangsung gaaskeeun
1511,"Gila sih videonya, keren banget sumpah! anjir!!",0,gila sih videonya keren banget sumpah anjir
1512,Bro visit web judi ‘JUDAY88’ menang terus sumpah auto langsung gaskeun! 😭!!,1,bro visit web judi juday menang terus sumpah auto langsung gaskeun
1513,Tolong bikin part 2 bang! parah sih 😂,0,tolong bikin part bang parah sih
1514,buseet eeditingnyaa caakeep paaraah coeeg aauto 😎,0,buseet eeditingnyaa caakeep paaraah coeeg aauto
1515,Admin bagi link nih: hokiroom777.click JP tiap malam parah sih real no hoax!,1,admin bagi link nih hokiroom click jp tiap malam parah sih real no hoax
1516,"Mantap bang, lanjutkan kontennya! auto 🤣🤣",0,mantap bang lanjutkan kontennya auto
1517,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah cmn buruan daftar!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah cmn buruan daftar
1518,DAFTAR DI bonusku77.store langsung auto WD fix langsung gaskeun!,1,daftar di bonusku store langsung auto wd fix langsung gaskeun
1519,"Gw baru tau info ini, makasih banget ya! fix 🔥",0,gw baru tau info ini makasih banget ya fix
1520,Permisi kak mau bagi link resmi: kasinoseru.fun anjay buruan daftar! 😎,1,permisi kak mau bagi link resmi kasinoseru fun anjay buruan daftar
1521,"Gw nonton ini sambil makan, auto keselek wkwk. banget sih",0,gw nonton ini sambil makan auto keselek wkwk banget sih
1522,Haha ngakak parah liat bagian ini banget sih,0,haha ngakak parah liat bagian ini banget sih
1523,Sumpah relatable banget wkwk bray,0,sumpah relatable banget wkwk bray
1524,DAFTAR DI bonusku77.storee laangsung aauto WD bro taanpaa ribeet coeeg! 😭!,1,daftar di bonusku storee laangsung aauto wd bro taanpaa ribeet coeeg
1525,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah anjay modal receh bisa WD!!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah anjay modal receh bisa wd
1526,Asli ini konten paling niat yang pernah gw liat. seriusan 😳,0,asli ini konten paling niat yang pernah gw liat seriusan
1527,thanks bang udah bikin konten sekeren ini cuan!,0,thanks bang udah bikin konten sekeren ini cuan
1528,Cuma di SP1NMAX bisa menang 20jt sehari seriusan gacor bgt sumpah!,1,cuma di sp nmax bisa menang jt sehari seriusan gacor bgt sumpah
1529,Cek situs: wajibgacor.site jackpot tiap spin bro no tipu2 bray! 😭!!,1,cek situs wajibgacor site jackpot tiap spin bro no tipu bray
1530,gaampaang meenaang di cuaanmaaniaazz.sitee gaaskeeun aanjaay reeaal no hoaax!,1,gaampaang meenaang di cuaanmaaniaazz sitee gaaskeeun aanjaay reeaal no hoaax
1531,"Gw nonton ini sambil makan, auto keselek wkwk. anjay",0,gw nonton ini sambil makan auto keselek wkwk anjay
1532,anjir ini lucu banget fix ngakak gaskeun,0,anjir ini lucu banget fix ngakak gaskeun
1533,Dorangue88 lagi bagi freebet 25k tanpa deposit gaskeun gacor bgt sumpah!,1,dorangue lagi bagi freebet k tanpa deposit gaskeun gacor bgt sumpah
1534,"Gw nonton ini sambil makan, auto keselek wkwk. cuan!!!",0,gw nonton ini sambil makan auto keselek wkwk cuan
1535,Slot jamin menang: putarxwin.online no tipu wkwkwk tanpa ribet coeg!,1,slot jamin menang putarxwin online no tipu wkwkwk tanpa ribet coeg
1536,"Wuih editingnya halus banget, respect! anjay",0,wuih editingnya halus banget respect anjay
1537,Cuma di SP1NMAX bisa menang 20jt sehari seriusan real no hoax! 😂,1,cuma di sp nmax bisa menang jt sehari seriusan real no hoax
1538,Slot jamin menang: putarxwin.online no tipu banget sih buruan daftar!,1,slot jamin menang putarxwin online no tipu banget sih buruan daftar
1539,kok bisa sebagus ini sih parah banget seriusan,0,kok bisa sebagus ini sih parah banget seriusan
1540,WEB VIRAL nih: C3uanGampang dot fun asli cuan! anjay no tipu2 bray!,1,web viral nih c uangampang dot fun asli cuan anjay no tipu bray
1541,Permisi kak mau bagi link resmi: kasinoseru.fun wkwkwk buruan daftar!,1,permisi kak mau bagi link resmi kasinoseru fun wkwkwk buruan daftar
1542,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah bray no tipu2 bray!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah bray no tipu bray
1543,Admin bagi link nih: hokiroom777.click JP tiap malam gaskeun real no hoax!,1,admin bagi link nih hokiroom click jp tiap malam gaskeun real no hoax
1544,gampang menang di cuanmaniazz.site gaskeun cmn gacor bgt sumpah!,1,gampang menang di cuanmaniazz site gaskeun cmn gacor bgt sumpah
1545,"Mantap bang, lanjutkan kontennya! seriusan",0,mantap bang lanjutkan kontennya seriusan
1546,Permisi kak mau bagi link resmi: kasinoseru.fun cuan modal receh bisa WD!!,1,permisi kak mau bagi link resmi kasinoseru fun cuan modal receh bisa wd
1547,"Mantap bang, lanjutkan kontennya! seriusan 😭",0,mantap bang lanjutkan kontennya seriusan
1548,"Keren nih, jadi pengen coba juga. cuan",0,keren nih jadi pengen coba juga cuan
1549,Permisi kak mau bagi link resmi: kasinoseru.fun bray gacor bgt sumpah!,1,permisi kak mau bagi link resmi kasinoseru fun bray gacor bgt sumpah
1550,buseet eeditingnyaa caakeep paaraah coeeg aanjaay,0,buseet eeditingnyaa caakeep paaraah coeeg aanjaay
1551,Haha ngakak parah liat bagian ini wkwkwk 😎,0,haha ngakak parah liat bagian ini wkwkwk
1552,thanks bang udah bikin konten sekeren ini banget sih,0,thanks bang udah bikin konten sekeren ini banget sih
1553,"Mantap bang, lanjutkan kontennya! gasken",0,mantap bang lanjutkan kontennya gasken
1554,Asli ini konten paling niat yang pernah gw liat. parah sih 😳,0,asli ini konten paling niat yang pernah gw liat parah sih
1555,buseet eeditingnyaa caakeep paaraah coeeg aanjaay 🔥!!,0,buseet eeditingnyaa caakeep paaraah coeeg aanjaay
1556,Bro visit web judi ‘JUDAY88’ menang terus sumpah cuan langsung gaskeun!,1,bro visit web judi juday menang terus sumpah cuan langsung gaskeun
1557,cobaa maain di maaxwinninjaa.vip sumpaah hoki bgt aauto no tipu2 braay!,1,cobaa maain di maaxwinninjaa vip sumpaah hoki bgt aauto no tipu braay
1558,Haha ngakak parah liat bagian ini cuan 🔥,0,haha ngakak parah liat bagian ini cuan
1559,anjay gw kira cringe tapi ternyata keren seriusan,0,anjay gw kira cringe tapi ternyata keren seriusan
1560,Tolong bikin part 2 bang! fix,0,tolong bikin part bang fix
1561,Cuma di SP1NMAX bisa menang 20jt sehari coeg gacor bgt sumpah! 😂,1,cuma di sp nmax bisa menang jt sehari coeg gacor bgt sumpah
1562,"Gw baru tau info ini, makasih banget ya! anjir",0,gw baru tau info ini makasih banget ya anjir
1563,Permisi kak mau bagi link resmi: kasinoseru.fun anjir no tipu2 bray! 🤣🤣,1,permisi kak mau bagi link resmi kasinoseru fun anjir no tipu bray
1564,Cek situs: wajibgacor.site jackpot tiap spin cmn buruan daftar! 😭,1,cek situs wajibgacor site jackpot tiap spin cmn buruan daftar
1565,"Mantap bang, lanjutkan kontennya! parah sih",0,mantap bang lanjutkan kontennya parah sih
1566,"Keren nih, jadi pengen coba juga. coeg",0,keren nih jadi pengen coba juga coeg
1567,DAFTAR DI bonusku77.store langsung auto WD auto langsung gaskeun!,1,daftar di bonusku store langsung auto wd auto langsung gaskeun
1568,DAFTAR DI bonusku77.store langsung auto WD auto buruan daftar!,1,daftar di bonusku store langsung auto wd auto buruan daftar
1569,slotbarbar.fun lagi bagi bonus gila parah cuan no tipu2 bray! 🔥!,1,slotbarbar fun lagi bagi bonus gila parah cuan no tipu bray
1570,"Mantap bang, lanjutkan kontennya! seriusan 🔥",0,mantap bang lanjutkan kontennya seriusan
1571,Permisi kak mau bagi link resmi: kasinoseru.fun wkwkwk langsung gaskeun! 😳,1,permisi kak mau bagi link resmi kasinoseru fun wkwkwk langsung gaskeun
1572,buset editingnya cakep parah coeg cuan 🤣🤣!!!,0,buset editingnya cakep parah coeg cuan
1573,"Gila sih videonya, keren banget sumpah! bray",0,gila sih videonya keren banget sumpah bray
1574,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah gasken gacor bgt sumpah!!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah gasken gacor bgt sumpah
1575,Haahaa ngaakaak paaraah liaat baagiaan ini aanjaay,0,haahaa ngaakaak paaraah liaat baagiaan ini aanjaay
1576,kok bisa sebagus ini sih parah banget parah sih,0,kok bisa sebagus ini sih parah banget parah sih
1577,Sumpah relatable banget wkwk gasken,0,sumpah relatable banget wkwk gasken
1578,aanjaay gw kiraa cringee taapi teernyaataa keereen bro 🤣🤣,0,aanjaay gw kiraa cringee taapi teernyaataa keereen bro
1579,coba main di maxwinninja.vip sumpah hoki bgt seriusan langsung gaskeun!,1,coba main di maxwinninja vip sumpah hoki bgt seriusan langsung gaskeun
1580,slotbaarbaar.fun laagi baagi bonus gilaa paaraah cuaan laangsung gaaskeeun!,1,slotbaarbaar fun laagi baagi bonus gilaa paaraah cuaan laangsung gaaskeeun
1581,"Mantap bang, lanjutkan kontennya! bray 😳!!",0,mantap bang lanjutkan kontennya bray
1582,Slot jamin menang: putarxwin.online no tipu coeg gacor bgt sumpah! 😎,1,slot jamin menang putarxwin online no tipu coeg gacor bgt sumpah
1583,spinbosszz.live gacor terus asli auto real no hoax! 🔥,1,spinbosszz live gacor terus asli auto real no hoax
1584,Haahaa ngaakaak paaraah liaat baagiaan ini fix,0,haahaa ngaakaak paaraah liaat baagiaan ini fix
1585,Tolong bikin part 2 bang! banget sih 😳!!,0,tolong bikin part bang banget sih
